====================================================================================================
EMNLP 2024 论文统计分析汇总报告
====================================================================================================

【一、论文类别统计】
====================================================================================================
总论文数: 2319
总类别数: 1

排名     类别                                                 数量         占比        
640    National Bureau of Economic Research                                   1            0.04%
641    Zhejiang Gongshang University                                          1            0.04%
642    Certified Translation Agency No. 1141                                  1            0.04%
643    China Telecom                                                          1            0.04%
644    China Mobile                                                           1            0.04%
645    Beijing Jinghang Research Institute of Computing and Communication     1            0.04%
646    Indian Institute of Technology Dharwad                                 1            0.04%
647    Incheon National University                                            1            0.04%
648    Munich Data Science Institute                                          1            0.04%
649    DAIR Institute                                                         1            0.04%
650    Orby AI                                                                1            0.04%
651    Denser.ai                                                              1            0.04%
652    Rio Tinto                                                              1            0.04%
653    ML Collective                                                          1            0.04%
654    Universidad Panamericana                                               1            0.04%
655    Kyungpook National University                                          1            0.04%
656    IIT (ISM) Dhanbad                                                      1            0.04%
657    Modelbest Inc                                                          1            0.04%
658    Accenture                                                              1            0.04%
659    Advanced Institute of Science and Technology                           1            0.04%
660    Fidelity Investments                                                   1            0.04%
661    Queensland University of Technology                                    1            0.04%
662    Zhejiang Lab                                                           1            0.04%
663    PolyAI Limited                                                         1            0.04%
664    OBSS                                                                   1            0.04%
665    Helsing                                                                1            0.04%
666    summetix                                                               1            0.04%
667    Eedi                                                                   1            0.04%
668    CENTAI                                                                 1            0.04%
669    Advanced Micro Devices, Inc.                                           1            0.04%
670    Ithaca College                                                         1            0.04%
671    University of Turin                                                    1            0.04%
672    Vicomtech Foundation                                                   1            0.04%
673    Yunnan Key Laboratory of Artificial Intelligence                       1            0.04%
674    University of Chinese Academy of Science                               1            0.04%
675    RWS Language Weaver                                                    1            0.04%
676    Sea Group                                                              1            0.04%
677    Shopee Pte. Ltd                                                        1            0.04%
678    Ehime University                                                       1            0.04%
679    ShanghaiTech University                                                1            0.04%
680    University College Dublin                                              1            0.04%
681    Trinity College Dublin                                                 1            0.04%
682    MTS AI                                                                 1            0.04%
683    Zalando SE                                                             1            0.04%
684    University of South Carolina                                           1            0.04%
685    Technical University of Iasi                                           1            0.04%
686    École Normale Supérieure (ENS)                                         1            0.04%
687    Universite Paris-Saclay                                                1            0.04%
688    digeiz                                                                 1            0.04%
689    Equall                                                                 1            0.04%
690    University of Nottingham                                               1            0.04%
691    Nokia Bell Labs                                                        1            0.04%
692    Mila                                                                   1            0.04%
693    Centre de Recherche du Centre Hospitalier de l'Université de Montréal  1            0.04%
694    Graduate School of Engineering                                         1            0.04%
695    Interdisciplinary Graduate School                                      1            0.04%
696    Università degli Studi di Torino                                       1            0.04%
697    Paderborn University                                                   1            0.04%
698    All India Institute of Medical Sciences                                1            0.04%
699    Open University of Cyprus                                              1            0.04%
700    Cooperative AI Foundation                                              1            0.04%
701    Istituto di Linguistica Computazionale "Antonio Zampolli"              1            0.04%
702    Universita di Pisa                                                     1            0.04%
703    Hupan Lab                                                              1            0.04%
704    Zoom Video Communications Inc.                                         1            0.04%
705    Universidade Federal do Rio Grande do Sul                              1            0.04%
706    VinUniversity                                                          1            0.04%
707    Saltlux                                                                1            0.04%
708    CRUK-MI                                                                1            0.04%
709    Ludong University                                                      1            0.04%
710    University of Dundee                                                   1            0.04%
711    Academy of Military Sciences                                           1            0.04%
712    Anytime AI                                                             1            0.04%
713    High School of Mathematics Plovdiv                                     1            0.04%
714    Institute for Advanced Algorithms Research                             1            0.04%
715    Netflix                                                                1            0.04%
716    Georgia State University                                               1            0.04%
717    CyberAgent                                                             1            0.04%
718    AJO Vista                                                              1            0.04%
719    AI4Bharat                                                              1            0.04%
720    University of the Immaculate Conception                                1            0.04%
721    De La Salle University                                                 1            0.04%
722    Hans-Bredow-Institut                                                   1            0.04%
723    RAM Active Investments                                                 1            0.04%
724    EY Global Delivery Services                                            1            0.04%
725    Lapis Labs                                                             1            0.04%
726    University of Osnabrück                                                1            0.04%
727    Vienna University of Technology                                        1            0.04%
728    Rayscape                                                               1            0.04%
729    Oxford University Hospitals NHS Foundation Trust                       1            0.04%
730    KRAFTON Inc.                                                           1            0.04%
731    Midjourney                                                             1            0.04%
732    Institute for Creative Technologies                                    1            0.04%
733    Invertible AI                                                          1            0.04%
734    Cairo University                                                       1            0.04%
735    Korean National Police Agency                                          1            0.04%
736    Radboud University                                                     1            0.04%
737    Aalto University                                                       1            0.04%
738    iNAGO Co                                                               1            0.04%
739    Department of Computing                                                1            0.04%
740    Research Centre on Data Science & Artificial Intelligence              1            0.04%
741    Hong University of Science and Technology                              1            0.04%
742    UT Health                                                              1            0.04%
743    National Centre for Scientific Research 'Demokritos'                   1            0.04%
744    Meesho                                                                 1            0.04%
745    China Mobile Research Institute                                        1            0.04%
746    Johannes Gutenberg University Mainz                                    1            0.04%
747    Xinjiang Normal University                                             1            0.04%
748    Inner Mongolia Minzu University                                        1            0.04%
749    North China University of Technology                                   1            0.04%
750    East China Jiao Tong University                                        1            0.04%
751    Vector Institute for Artificial Intelligence                           1            0.04%
752    Balyasny Asset Management                                              1            0.04%
753    Indian Institute of Technology Roorkee                                 1            0.04%
754    European Commission Joint Research Centre                              1            0.04%
755    International Institute of Information Technology, Delhi               1            0.04%
756    Indira Gandhi Institute of Medical Sciences                            1            0.04%
757    University of Richmond                                                 1            0.04%
758    NetEase Inc.                                                           1            0.04%
759    Central Conservatory of Music                                          1            0.04%
760    University of Connecticut                                              1            0.04%
761    100 Worte Sprachanalyse GmbH                                           1            0.04%
762    University of Bamberg                                                  1            0.04%
763    Linköping University                                                   1            0.04%
764    Shanghai Jiao Tong University School of Medicine                       1            0.04%
765    Chinese University of Hong Kong, Shenzhen                              1            0.04%
766    Shenzhen Research Institute of Big Data                                1            0.04%
767    Dataminr                                                               1            0.04%
768    Insecurity Insight                                                     1            0.04%
769    IMDEA Networks Institute                                               1            0.04%
770    Universidad Carlos III de Madrid                                       1            0.04%
771    Universitat Politecnica de Valencia                                    1            0.04%
772    Beijing Jiao Tong University                                           1            0.04%
773    Ping An Technology                                                     1            0.04%
774    V AIV Company                                                          1            0.04%
775    Max Planck Institute                                                   1            0.04%
776    German Aerospace Center                                                1            0.04%
777    Bauhaus-Universität Weimar                                             1            0.04%
778    Xi'an University of Finance and Economics                              1            0.04%
779    Deezer Research                                                        1            0.04%
780    LORIA                                                                  1            0.04%
781    École Normale Supérieure - PSL                                         1            0.04%
782    Shenzhen MSU-BIT University                                            1            0.04%
783    Carleton College                                                       1            0.04%
784    University of Montreal                                                 1            0.04%
785    Shanxi University                                                      1            0.04%
786    Reichman University                                                    1            0.04%
787    EQ4ALL                                                                 1            0.04%
788    Tianjin Key Laboratory of Network and Data Security Technology         1            0.04%
789    Key Laboratory of Data and Intelligent System Security                 1            0.04%
790    Indian Institute of Technology Jammu                                   1            0.04%
791    Yanolja                                                                1            0.04%
792    National Institute of Advanced Industrial Science and Technology       1            0.04%
793    Ochanomizu University                                                  1            0.04%
794    Pazhou Laboratory                                                      1            0.04%
795    Lamarr Institute                                                       1            0.04%
796    Fraunhofer Institute for Applied Information Technology                1            0.04%
797    Forschungszentrum Jülich                                               1            0.04%
798    Adecco Group                                                           1            0.04%
799    Tianjin University of Science and Technology                           1            0.04%
800    University of the Bundeswehr Munich                                    1            0.04%
801    Tutu AI                                                                1            0.04%
802    Holistic AI                                                            1            0.04%
803    Jiangnan University                                                    1            0.04%
804    Borealis AI                                                            1            0.04%
805    New Laboratory of Pattern Recognition                                  1            0.04%
806    State Key Laboratory of Multimodal Artificial Intelligence Systems     1            0.04%
807    University of London                                                   1            0.04%
808    Multi-Agent Governance & Intelligence Crew                             1            0.04%
809    KakaoBank Corp.                                                        1            0.04%
810    Guangdong Institute of Intelligence Science and Technology             1            0.04%
811    Snowflake Inc.                                                         1            0.04%
812    Università di Bologna                                                  1            0.04%
813    Max Planck Institute for Software Systems                              1            0.04%
814    Massachusetts General Hospital                                         1            0.04%
815    Boston Children's Hospital                                             1            0.04%
816    Maastricht University                                                  1            0.04%
817    Beth Israel Deaconess Medical Center                                   1            0.04%
818    AgileSoDA                                                              1            0.04%
819    Indian Institute of Information Technology                             1            0.04%
820    Forth AI                                                               1            0.04%
821    Shopee                                                                 1            0.04%
822    MediaTek Inc.                                                          1            0.04%
823    Institut Polytechnique de Paris                                        1            0.04%
824    Oxford-Suzhou Centre for Advanced Research                             1            0.04%
825    Department of Artificial Intelligence                                  1            0.04%
826    School of Information, Communications, and Electronic Engineering      1            0.04%
827    Mathematics Department                                                 1            0.04%
828    Tufts University                                                       1            0.04%
829    Cleveland Clinic                                                       1            0.04%
830    London School of Economics and Political Science                       1            0.04%
831    Salesforce Research                                                    1            0.04%
832    Institut de Recherche en Informatique de Toulouse                      1            0.04%
833    Centre National de la Recherche Scientifique                           1            0.04%
834    College of Information Sciences and Technology                         1            0.04%
835    Center for Language Science                                            1            0.04%
836    MIIT                                                                   1            0.04%
837    Appier                                                                 1            0.04%
838    DeepSeek AI                                                            1            0.04%
839    University of St. Gallen                                               1            0.04%
840    National Tsing Hua University                                          1            0.04%
841    Jinan University                                                       1            0.04%
842    Guangdong University of Technology                                     1            0.04%
843    Hunan University                                                       1            0.04%
844    Xiaodu Technology                                                      1            0.04%
845    Institut Teknologi Bandung                                             1            0.04%
846    China Merchants Bank                                                   1            0.04%
847    BCG X                                                                  1            0.04%
848    Alibaba Cloud                                                          1            0.04%
849    MIM Solutions                                                          1            0.04%
850    SWPS University of Social Sciences and Humanities                      1            0.04%
851    Institute for Development, Economic Analysis, and Simulation (IDEAS)   1            0.04%
852    Verily Life Sciences                                                   1            0.04%
853    Acryl Inc.                                                             1            0.04%
854    Nara Women's University                                                1            0.04%
855    University of Marburg                                                  1            0.04%
856    Skywork AI                                                             1            0.04%
857    GESIS - Leibniz-Institut für Sozialwissenschaften e.V.                 1            0.04%
858    Complexity Science Hub Vienna                                          1            0.04%
859    Jiangsu Normal University                                              1            0.04%
860    Naval Information Warfare Center                                       1            0.04%
861    Sberbank                                                               1            0.04%
862    Institute for System Programming of the Russian Academy of Sciences    1            0.04%
863    Moscow Institute of Physics and Technology                             1            0.04%
864    Innopolis University                                                   1            0.04%
865    Hong Kong University of Science and Technology (Guangzhou)             1            0.04%
866    Harbin Institute of Technology, Shenzhen                               1            0.04%
867    NeuralShift                                                            1            0.04%
868    Shanghai Academy of AI for Science                                     1            0.04%
869    University of Missouri-Kansas City                                     1            0.04%
870    Beijing Information Science and Technology University                  1            0.04%
871    Cloudwise Research                                                     1            0.04%
872    EdReports                                                              1            0.04%
873    ChohoTech Inc.                                                         1            0.04%
874    Mistral AI                                                             1            0.04%
875    Abridge AI                                                             1            0.04%
876    Delhi Technological University                                         1            0.04%
877    Guangxi University                                                     1            0.04%
878    Buzzni                                                                 1            0.04%
879    Fainders AI                                                            1            0.04%
880    iFLYTEK Co., Ltd                                                       1            0.04%
881    Lenovo Connect Co., Ltd                                                1            0.04%
882    Niuxin Network Technology Co., Ltd                                     1            0.04%
883    University of Padova                                                   1            0.04%
884    National Research Institute                                            1            0.04%
885    Ant Group Co., Ltd.                                                    1            0.04%
886    Sofia University “St. Kliment Ohridski”                                1            0.04%
887    LogicStar                                                              1            0.04%
888    Digital Trust Centre                                                   1            0.04%
889    JustAI                                                                 1            0.04%
890    Dalian Medical University                                              1            0.04%
891    Xiaomi AI Lab                                                          1            0.04%
892    Université de Lorraine                                                 1            0.04%
893    Guilin University of Electronic Technology                             1            0.04%
894    Lawrence Berkeley National Laboratory                                  1            0.04%
895    National Institute on Drug Abuse                                       1            0.04%
896    POSCO Holdings                                                         1            0.04%
897    Electronics and Telecommunications Research Institute                  1            0.04%
898    Chungnam National University                                           1            0.04%
899    Beijing Institute of Mathematical Sciences and Applications            1            0.04%
900    Hefei University of Technology                                         1            0.04%
901    University of Information Technology                                   1            0.04%
902    Vietnam National University                                            1            0.04%
903    Zhengzhou University                                                   1            0.04%
904    NOV A LINCS                                                            1            0.04%
905    Snap Inc.                                                              1            0.04%
906    Pazhou Lab                                                             1            0.04%
907    China Electronics Technology Group Corporation                         1            0.04%
908    Guangdong Provincial Key Laboratory of Novel Security Intelligence Technologies 1            0.04%
909    NCSOFT Corp.                                                           1            0.04%
910    Henan University                                                       1            0.04%
911    Kash Institute of Electronics and Information Industry                 1            0.04%
912    Honda Research Institute                                               1            0.04%
913    ZHAW School of Engineering                                             1            0.04%
914    Norwegian University of Science and Technology                         1            0.04%
915    Schibsted Media Group                                                  1            0.04%
916    Copenhagen Museum                                                      1            0.04%
917    Science of Intelligence                                                1            0.04%
918    Sudarshantech Software                                                 1            0.04%
919    Ritsumeikan University                                                 1            0.04%
920    NuMind                                                                 1            0.04%
921    Université Paris Cité                                                  1            0.04%
922    Jiangxi University of Finance and Economics                            1            0.04%
923    NC Research                                                            1            0.04%
924    Om AI Research                                                         1            0.04%
925    LinkedIn Corporation                                                   1            0.04%
926    Bangkok Christian International School                                 1            0.04%
927    PreceptorAI                                                            1            0.04%
928    Vidyasirimedhi Institute of Science and Technology                     1            0.04%
929    Mahidol University                                                     1            0.04%
930    Kahlert School of Computing                                            1            0.04%
931    Slovak.AI                                                              1            0.04%
932    7.ai                                                                   1            0.04%
933    Max Planck ETH Center for Learning Systems                             1            0.04%
934    Bangladesh University of Engineering and Technology                    1            0.04%
935    Fatima Al-Fihri Predoctoral Fellowship                                 1            0.04%
936    Splunk                                                                 1            0.04%
937    Xsolla                                                                 1            0.04%
938    Basis                                                                  1            0.04%
939    KTH Royal Institute of Technology                                      1            0.04%
940    Tenyx                                                                  1            0.04%
941    Universitat Politecnica de Catalunya                                   1            0.04%
942    RWTH Aachen University                                                 1            0.04%
943    Shanghai Artificial Intelligent Laboratory                             1            0.04%
944    ChatEDA Tech                                                           1            0.04%
945    Karya                                                                  1            0.04%
946    Dalian Minzu University                                                1            0.04%
947    Sichuan Caizi Software Information Network Co., Ltd                    1            0.04%
948    Sailplane AI                                                           1            0.04%
949    Kangwon National University                                            1            0.04%
950    KDI School of Public Policy and Management                             1            0.04%
951    201.AI                                                                 1            0.04%
952    AIWaves                                                                1            0.04%
953    State Key Laboratory of Media Convergence Production Technology and Systems 1            0.04%
954    OpenAI                                                                 1            0.04%
955    Bosch Center for AI                                                    1            0.04%
956    University of Southampton                                              1            0.04%
957    Aqxle                                                                  1            0.04%
958    Sejong University                                                      1            0.04%
959    Natural Language Learning Group                                        1            0.04%
960    University of Technology Nuremberg                                     1            0.04%
961    Stability AI                                                           1            0.04%
962    PRADA Lab                                                              1            0.04%
963    St. Petersburg State University                                        1            0.04%
964    ITMO University                                                        1            0.04%
965    Coldrays                                                               1            0.04%
966    AITRICS                                                                1            0.04%
967    Commonwealth Scientific and Industrial Research Organisation           1            0.04%
968    LMI                                                                    1            0.04%
969    Universidad Nacional de Educacion a Distancia                          1            0.04%
970    Universidad Complutense de Madrid                                      1            0.04%
971    Universidad Nacional de Educación a Distancia                          1            0.04%
972    Uniphore Software Systems Pvt. Ltd                                     1            0.04%
973    Tokyo Metropolitan University                                          1            0.04%
974    Hitotsubashi University                                                1            0.04%
975    Department of Convergence IT Engineering                               1            0.04%
976    Graduate School of Artificial Intelligence                             1            0.04%
977    Hanbat National University                                             1            0.04%
978    Technology Innovation Institute                                        1            0.04%
979    OriginAI                                                               1            0.04%
980    Intelligent Systems Program                                            1            0.04%
981    University of Illinois                                                 1            0.04%
982    University of Augsburg                                                 1            0.04%
983    South China Normal University                                          1            0.04%
984    New York University Shanghai                                           1            0.04%
985    DataGrand Inc.                                                         1            0.04%
986    NCSOFT Corporation                                                     1            0.04%
987    NewsBreak                                                              1            0.04%
988    Samaya.ai                                                              1            0.04%
989    Orby.ai                                                                1            0.04%
990    Learnable.ai                                                           1            0.04%
991    Shanghai Business School                                               1            0.04%
992    Skema Business School                                                  1            0.04%
993    North Carolina Central University                                      1            0.04%
994    MLCommons                                                              1            0.04%
995    Asahi Shimbun Company                                                  1            0.04%
996    Eleuther AI                                                            1            0.04%
997    Cybever                                                                1            0.04%
998    Automorphic Inc.                                                       1            0.04%
999    Southern Methodist University                                          1            0.04%
1000   BBC Research & Development                                             1            0.04%
1001   Institut Jožef Stefan                                                  1            0.04%
1002   Strategic Assessments and Consultation Institute                       1            0.04%
1003   Tata Consultancy Services                                              1            0.04%
1004   State Key Laboratory of Intelligent Game                               1            0.04%
1005   Institute of Geographic Sciences and Natural Resources Research        1            0.04%
1006   Khatam University                                                      1            0.04%
1007   DeepAuto2                                                              1            0.04%
1008   Virgo Cluster                                                          1            0.04%
1009   Xi'an Jiao Tong Liverpool University                                   1            0.04%
1010   University of Kassel                                                   1            0.04%
1011   Hessian.AI                                                             1            0.04%
1012   Leuphana University Lüneburg                                           1            0.04%
1013   University of Modena and Reggio Emilia                                 1            0.04%
1014   University of Palermo                                                  1            0.04%
1015   NEC Laboratories Europe                                                1            0.04%
1016   Ss. Cyril and Methodius University                                     1            0.04%
1017   Technical University Munich                                            1            0.04%
1018   Ghent University                                                       1            0.04%
1019   SaluteDevices                                                          1            0.04%
1020   Toloka AI                                                              1            0.04%
1021   DeepGlint                                                              1            0.04%
1022   Guangdong Yunxi Technology                                             1            0.04%
1023   Jeonbuk National University                                            1            0.04%
1024   INTSIG                                                                 1            0.04%
1025   OpenNLP Lab                                                            1            0.04%
1026   TapTap                                                                 1            0.04%
1027   Université de Toulon                                                   1            0.04%
1028   Zhejiang University of Technology                                      1            0.04%
1029   Northeast Forest University                                            1            0.04%
1030   Xi'an Research Institute of High-Tech                                  1            0.04%
1031   Queen’s University Belfast                                             1            0.04%
1032   ASUS Intelligent Cloud Services                                        1            0.04%
1033   Ekimetrics                                                             1            0.04%
1034   IESEG School of Management                                             1            0.04%
1035   Binjiang Institute of Artificial Intelligence                          1            0.04%
1036   Center for Scalable Data Analytics and Artificial Intelligence         1            0.04%
1037   Dresden University of Technology                                       1            0.04%
1038   Leipzig University                                                     1            0.04%
1039   Masaryk University                                                     1            0.04%
1040   Wroclaw University of Science and Technology                           1            0.04%
1041   Qualcomm Korea YH                                                      1            0.04%
1042   Washington University in St. Louis                                     1            0.04%
1043   NII                                                                    1            0.04%
1044   Fordham University                                                     1            0.04%
1045   A*STAR Institute of High Performance Computing                         1            0.04%
1046   Universite Grenoble Alpes                                              1            0.04%
1047   Emvista                                                                1            0.04%
1048   NOVA University of Lisbon                                              1            0.04%
1049   Oregon State University                                                1            0.04%
1050   NA VER Search                                                          1            0.04%
1051   Rakuten Institute of Technology                                        1            0.04%
1052   INESC-ID                                                               1            0.04%
1053   Indian Institute of Technology                                         1            0.04%
1054   Skit.ai                                                                1            0.04%
1055   Sion Hospital                                                          1            0.04%
1056   Sophia College for Women                                               1            0.04%
1057   School of Computer Science                                             1            0.04%
1058   Answer AI                                                              1            0.04%
1059   University of Bristol                                                  1            0.04%
1060   Cisco                                                                  1            0.04%
1061   Mashang Consumer Finance                                               1            0.04%
1062   Zhejiang Normal University                                             1            0.04%
1063   Pinscreen                                                              1            0.04%
1064   Funix                                                                  1            0.04%
1065   Xiaoying AI Lab                                                        1            0.04%
1066   C3 AI                                                                  1            0.04%
1067   Connectly AI                                                           1            0.04%
1068   Hebrew University                                                      1            0.04%
1069   Technion                                                               1            0.04%
1070   Aleph Alpha                                                            1            0.04%
1071   Hessian Center for Artificial Intelligence                             1            0.04%
1072   Elsevier                                                               1            0.04%
1073   Talkspace                                                              1            0.04%
1074   University of Calabria                                                 1            0.04%
1075   Ant Research                                                           1            0.04%
1076   Mercedes-Benz AG                                                       1            0.04%
1077   University of Barcelona                                                1            0.04%
1078   Wipro Limited                                                          1            0.04%
1079   TensorOpera, Inc.                                                      1            0.04%
1080   Key Laboratory of Cyberspace Security                                  1            0.04%
1081   Tennessee Tech University                                              1            0.04%
1082   Berea College                                                          1            0.04%
1083   Miami University                                                       1            0.04%
1084   Tilburg University                                                     1            0.04%
1085   CKHub                                                                  1            0.04%
1086   Universidad de Buenos Aires                                            1            0.04%
1087   Lumina Labs                                                            1            0.04%
1088   Universidad Torcuato Di Tella                                          1            0.04%
1089   ITU Copenhagen                                                         1            0.04%
1090   University of the Witwatersrand                                        1            0.04%
1091   Institute of Dataspace                                                 1            0.04%
1092   Institute of Data Science                                              1            0.04%
1093   Centre for Trusted Internet & Community                                1            0.04%
1094   Tiangong University                                                    1            0.04%
1095   Indian Institute of Technology Hyderabad                               1            0.04%
1096   Faculty of Computer Science                                            1            0.04%
1097   GESIS                                                                  1            0.04%
1098   ModelBest                                                              1            0.04%
1099   INTSIG Information Co., Ltd.                                           1            0.04%
1100   INTSIG-SCUT Joint Lab                                                  1            0.04%
1101   ISP RAS Research Center for Trusted Artificial Intelligence            1            0.04%
1102   Yandex                                                                 1            0.04%
1103   CohereAI                                                               1            0.04%
1104   Universität des Saarlandes                                             1            0.04%
1105   Athens University of Economics and Business                            1            0.04%
1106   Archimedes Research Center                                             1            0.04%
1107   University of Ioannina                                                 1            0.04%
1108   Comprehensive National Science Center                                  1            0.04%
1109   XtalPi                                                                 1            0.04%
1110   Korea Telecom                                                          1            0.04%
1111   Apart Research                                                         1            0.04%
1112   University of Maryland, Baltimore County                               1            0.04%
1113   Denison University                                                     1            0.04%
1114   Toyota Technological Institute at Chicago                              1            0.04%
1115   University of Cologne                                                  1            0.04%
1116   Nomic AI                                                               1            0.04%
1117   Upstage                                                                1            0.04%
1118   Children’s National Hospital                                           1            0.04%
1119   Accenture Labs                                                         1            0.04%
1120   NEC Labs America                                                       1            0.04%
1121   Textshuttle                                                            1            0.04%
1122   Grinnell College                                                       1            0.04%
1123   Numa                                                                   1            0.04%
1124   Dickinson-Wright PLLC                                                  1            0.04%
1125   LivePerson                                                             1            0.04%
1126   International Data Group                                               1            0.04%
1127   AI2                                                                    1            0.04%
1128   IIIT Dharwad                                                           1            0.04%
1129   Raickers AI                                                            1            0.04%
1130   Cognicore AI                                                           1            0.04%
1131   Zero True                                                              1            0.04%
1132   Shanghai University of Engineering Science                             1            0.04%
1133   Sunrise Life Network Technology                                        1            0.04%
1134   University of Hull                                                     1            0.04%
1135   Guangzhou University                                                   1            0.04%
1136   EURECOM                                                                1            0.04%
1137   Shenzhen International Center For Industrial And Applied Mathematics   1            0.04%
1138   Chinese Academy of Sciences, Institute of Automation                   1            0.04%
1139   Chinese Academy of Sciences Institute of Automation                    1            0.04%
1140   University and Colleges Admissions Service                             1            0.04%
1141   Nantes University                                                      1            0.04%
1142   Indian Institute of Technology, Bhilai                                 1            0.04%
1143   Beijing Wenge Technology Co., Ltd                                      1            0.04%
1144   Southwest Jiao Tong University                                         1            0.04%
1145   Digital Twin Institute                                                 1            0.04%
1146   Mobile Drive Technology                                                1            0.04%
1147   Sangfor Technologies                                                   1            0.04%
1148   QA Ltd.                                                                1            0.04%
1149   Aptima, Inc.                                                           1            0.04%
1150   Barnard College                                                        1            0.04%
1151   National Key Laboratory of General Artificial Intelligence             1            0.04%
1152   University of Bucharest                                                1            0.04%
1153   PandaVilla Tech Limited                                                1            0.04%
1154   Siemens AG                                                             1            0.04%
1155   Lightricks                                                             1            0.04%
1156   Wuhan University of Technology                                         1            0.04%
1157   University of Southern Queensland                                      1            0.04%
1158   Quriosity                                                              1            0.04%
1159   Webumate                                                               1            0.04%
1160   Curtin University                                                      1            0.04%
1161   Masakhane                                                              1            0.04%
1162   Angelalign Technology Inc.                                             1            0.04%
1163   Centre for Frontier AI Research                                        1            0.04%
1164   Digital University Kerala                                              1            0.04%
1165   Swathanthra Malayalam Computing                                        1            0.04%
1166   University of Kerala                                                   1            0.04%
1167   ELYZA, Inc.                                                            1            0.04%
1168   College of Information Science                                         1            0.04%
1169   Portland State University                                              1            0.04%
1170   Shantou University                                                     1            0.04%
1171   Midea Group                                                            1            0.04%
1172   XPeng Motors                                                           1            0.04%
1173   Seoul National University of Science and Technology                    1            0.04%
1174   Anyang University                                                      1            0.04%
1175   Computer Science                                                       1            0.04%
1176   Linguistics Department                                                 1            0.04%
1177   BespokeLabs                                                            1            0.04%
1178   Hunan Normal University                                                1            0.04%
1179   AMPLYFI                                                                1            0.04%
1180   Ruhr-Universität Bochum                                                1            0.04%
1181   University of Münster                                                  1            0.04%
1182   Bucknell University                                                    1            0.04%
1183   Institució Catalana de Recerca i Estudis Avançats                      1            0.04%
1184   Comcast                                                                1            0.04%
1185   Sogang University                                                      1            0.04%
1186   Ubisoft                                                                1            0.04%
1187   KDDI Research, Inc.                                                    1            0.04%

====================================================================================================
报告生成完成
====================================================================================================
