====================================================================================================
EMNLP 2023 论文统计分析汇总报告
====================================================================================================

【一、论文类别统计】
====================================================================================================
总论文数: 1680
总类别数: 1

排名     类别                                                 数量         占比        
653    Shanghai University of Science and Technology                          1            0.06%
654    University of Ottawa                                                   1            0.06%
655    Relativity                                                             1            0.06%
656    Schmidt Futures                                                        1            0.06%
657    Francis Crick Institute                                                1            0.06%
658    Sorbonne University                                                    1            0.06%
659    University of Angers                                                   1            0.06%
660    Ecole Supérieure d'Electronique de l'Ouest                             1            0.06%
661    PLA Academy of Military Science                                        1            0.06%
662    Chongqing University of Technology                                     1            0.06%
663    ASAPP                                                                  1            0.06%
664    Texas Tech University                                                  1            0.06%
665    Peking University Third Hospital                                       1            0.06%
666    Duxiaoman                                                              1            0.06%
667    Hikvision Research Institute                                           1            0.06%
668    KAIST                                                                  1            0.06%
669    Korea Telecom                                                          1            0.06%
670    University of Adelaide                                                 1            0.06%
671    International Institute of Information Technology                      1            0.06%
672    Fundamental AI Research                                                1            0.06%
673    South China Normal University                                          1            0.06%
674    Israel Institute of Technology                                         1            0.06%
675    National Institute of Standards and Technology                         1            0.06%
676    Northwest Polytechnical University                                     1            0.06%
677    Université Pierre et Marie Curie - Paris 6                             1            0.06%
678    AgroParisTech                                                          1            0.06%
679    University of Zagreb                                                   1            0.06%
680    University of Dayton                                                   1            0.06%
681    GetGuru                                                                1            0.06%
682    Sea Group                                                              1            0.06%
683    Banco de Credito e Inversiones                                         1            0.06%
684    Ozyegin University                                                     1            0.06%
685    Ajou University                                                        1            0.06%
686    Indian Institute of Technology Hyderabad                               1            0.06%
687    Dhirubhai Ambani Institute of Information and Communication Technology 1            0.06%
688    RTI International                                                      1            0.06%
689    Bosch Research and Technology Center                                   1            0.06%
690    Bosch Research                                                         1            0.06%
691    Bosch Research Center                                                  1            0.06%
692    Universidade Federal de Goiás                                          1            0.06%
693    World Bank                                                             1            0.06%
694    Illinois Institute of Technology                                       1            0.06%
695    Shanxi University of Finance and Economics                             1            0.06%
696    National Health Data Institute                                         1            0.06%
697    Shenzhen Research Institute of Big Data                                1            0.06%
698    Uniphore Software Systems                                              1            0.06%
699    Uniphore Inc                                                           1            0.06%
700    Thomson Reuters                                                        1            0.06%
701    Heidelberg Institute for Theoretical Studies                           1            0.06%
702    Hunan University                                                       1            0.06%
703    Unisound                                                               1            0.06%
704    Beijing Institute of Computer Technology and Application               1            0.06%
705    OutSystems                                                             1            0.06%
706    EXOP GmbH                                                              1            0.06%
707    Wroc?aw University of Science and Technology                           1            0.06%
708    Ecole Pour l'Informatique et les Techniques Avancees                   1            0.06%
709    Wroclaw University of Technology                                       1            0.06%
710    Intuit                                                                 1            0.06%
711    Intuit Inc.                                                            1            0.06%
712    National Library of Medicine                                           1            0.06%
713    University of Bonn                                                     1            0.06%
714    University of Bath                                                     1            0.06%
715    GESIS - Leibniz-Institut für Sozialwissenschaften                      1            0.06%
716    GESIS - Leibniz-Institute for the Social Sciences                      1            0.06%
717    GESIS - Leibniz-Institut für Sozialwissenschaften e.V.                 1            0.06%
718    Giant Network                                                          1            0.06%
719    Université d'Avignon                                                   1            0.06%
720    Nantes University                                                      1            0.06%
721    Michigan Technological University                                      1            0.06%
722    American Public University System                                      1            0.06%
723    Advanced Institute of Convergence Technology                           1            0.06%
724    Southern Alberta Institute of Technology                               1            0.06%
725    Kookmin University                                                     1            0.06%
726    Guangzhou University                                                   1            0.06%
727    Protagolabs                                                            1            0.06%
728    Syracuse University                                                    1            0.06%
729    Veermata Jijabai Technological Institute                               1            0.06%
730    Inception Institute of Artificial Intelligence                         1            0.06%
731    Minjiang University                                                    1            0.06%
732    Barcelona Supercomputing Center                                        1            0.06%
733    Cloud Computing                                                        1            0.06%
734    Universidad de Buenos Aires                                            1            0.06%
735    University of Buenos Aires                                             1            0.06%
736    School of Software Engineering                                         1            0.06%
737    Institut de Recherche en Informatique de Toulouse                      1            0.06%
738    CNRS                                                                   1            0.06%
739    Université de Toulouse                                                 1            0.06%
740    Université Toulouse Jean Jaurès                                        1            0.06%
741    Research Center for Social Computing and Information Retrieval         1            0.06%
742    miHoYo                                                                 1            0.06%
743    University of Passau                                                   1            0.06%
744    Vipshop                                                                1            0.06%
745    National Central University                                            1            0.06%
746    Oakland University                                                     1            0.06%
747    National Institute of Technology, Warangal                             1            0.06%
748    Max Planck Institute for Software Systems                              1            0.06%
749    Rheinische Friedrich-Wilhelms Universität Bonn                         1            0.06%
750    International Academy of Digital Economy                               1            0.06%
751    Institute of Electrical and Electronics Engineers                      1            0.06%
752    DSO                                                                    1            0.06%
753    Indian Institute of Technology, Patna                                  1            0.06%
754    Shannon.AI                                                             1            0.06%
755    CISPA Helmholtz Center for Information Security                        1            0.06%
756    Sharif University of Technology                                        1            0.06%
757    University of St. Gallen                                               1            0.06%
758    Meesho                                                                 1            0.06%
759    Santa Fe Institute                                                     1            0.06%
760    School of Computer Science                                             1            0.06%
761    Chinese Academy of Social Sciences                                     1            0.06%
762    Capital Normal University                                              1            0.06%
763    State Key Laboratory of Cognitive Intelligence                         1            0.06%
764    IÉSEG School of Management                                             1            0.06%
765    Koblenz University                                                     1            0.06%
766    Qilu University of Technology                                          1            0.06%
767    Guangdong University of Technology                                     1            0.06%
768    Accenture                                                              1            0.06%
769    University of Paderborn                                                1            0.06%
770    Tunghai University                                                     1            0.06%
771    Paderborn University                                                   1            0.06%
772    Beijing Fanyu Technology Co., LTD.                                     1            0.06%
773    Kunming University of Science and Technology                           1            0.06%
774    NEC Labs America                                                       1            0.06%
775    Zhengzhou University                                                   1            0.06%
776    Macquarie University                                                   1            0.06%
777    University of Newcastle                                                1            0.06%
778    University of New South Wales                                          1            0.06%
779    Universidad Politécnica de Madrid                                      1            0.06%
780    Kangwon National University                                            1            0.06%
781    Koç University                                                         1            0.06%
782    University of Tehran                                                   1            0.06%
783    Hacettepe University                                                   1            0.06%
784    Symanto                                                                1            0.06%
785    University of Luxembourg                                               1            0.06%
786    Konkuk University                                                      1            0.06%
787    KTH Royal Institute of Technology                                      1            0.06%
788    University of Hyderabad                                                1            0.06%
789    AQA                                                                    1            0.06%
790    Royal Melbourne Institute of Technology                                1            0.06%
791    Harbin University of Science and Technology                            1            0.06%
792    Shenzhen University                                                    1            0.06%
793    Ant Research                                                           1            0.06%
794    Advanced Telecommunications Research Institute                         1            0.06%
795    Guilin University of Electronic Technology                             1            0.06%
796    Ximalaya Inc.                                                          1            0.06%
797    Bauhaus Universität Weimar                                             1            0.06%
798    Institute of Digital Technologies                                      1            0.06%
799    IDSIA                                                                  1            0.06%
800    Alibaba Group Holding Limited                                          1            0.06%
801    imean.ai                                                               1            0.06%
802    Université de La Rochelle                                              1            0.06%
803    La Rochelle University                                                 1            0.06%
804    Shift Technology                                                       1            0.06%
805    Institut Polytechnique de Paris                                        1            0.06%
806    NTT Communication Science Laboratories                                 1            0.06%
807    NTT                                                                    1            0.06%
808    ASUS                                                                   1            0.06%
809    University of Windsor                                                  1            0.06%
810    Xi'an Jiao Tong-Liverpool University                                   1            0.06%
811    Jawaharlal Institute of Postgraduate Medical Education and Research    1            0.06%
812    Hospital Israelita Albert Einstein                                     1            0.06%
813    Leibniz University Hannover                                            1            0.06%
814    Tianjin University of Technology                                       1            0.06%
815    Palacký University                                                     1            0.06%
816    Portland State University                                              1            0.06%
817    King Fahad University of Petroleum and Minerals                        1            0.06%
818    University of Oklahoma                                                 1            0.06%
819    University of California, Davis                                        1            0.06%
820    University of the Witwatersrand                                        1            0.06%
821    National Cheng Kung University                                         1            0.06%
822    College of Computer Science and Information Engineering                1            0.06%
823    Neosapience, Inc.                                                      1            0.06%
824    Queen's University Belfast                                             1            0.06%
825    Sungkyun Kwan University                                               1            0.06%
826    Mitsubishi Electric Corporation                                        1            0.06%

====================================================================================================
报告生成完成
====================================================================================================
