====================================================================================================
ICLR 2023 论文统计分析汇总报告
====================================================================================================

【一、论文类别统计】
====================================================================================================
总论文数: 1574
总类别数: 1

排名     类别                                                 数量         占比        
640    Chubu University                                                       1            0.06%
641    Agency for Science, Technology and Research                            1            0.06%
642    VISA                                                                   1            0.06%
643    Baylor College of Medicine                                             1            0.06%
644    Max Planck Institute for Informatics                                   1            0.06%
645    University of Oulu                                                     1            0.06%
646    Huya Inc                                                               1            0.06%
647    Huya Inc.                                                              1            0.06%
648    Brigham Young University                                               1            0.06%
649    OPPO Mobile Telecommunications Corp.,Ltd.                              1            0.06%
650    Goethe University                                                      1            0.06%
651    Oak Ridge National Laboratory                                          1            0.06%
652    Momenta                                                                1            0.06%
653    Masaryk University                                                     1            0.06%
654    City University of New York                                            1            0.06%
655    ThirdAI Corp.                                                          1            0.06%
656    Ecole des Hautes Etudes en Sciences Sociales                           1            0.06%
657    Nokia Bell Labs                                                        1            0.06%
658    University of Helsinki                                                 1            0.06%
659    Bar-Ilan University                                                    1            0.06%
660    China Agricultural University                                          1            0.06%
661    Ecole Nationale Supérieure de l'Aéronautique et de l'Espace            1            0.06%
662    Université Claude Bernard Lyon1                                        1            0.06%
663    Institute of Science and Technology                                    1            0.06%
664    Karlsruher Institut für Technologie                                    1            0.06%
665    JD.com Inc.                                                            1            0.06%
666    Brookhaven National Laboratory                                         1            0.06%
667    Jinan University                                                       1            0.06%
668    Tomorrow Advancing Life                                                1            0.06%
669    Stevens Institute of Technology                                        1            0.06%
670    Dalhousie University                                                   1            0.06%
671    Institute for AI in Medicine                                           1            0.06%
672    SINTEF                                                                 1            0.06%
673    Redwood Research                                                       1            0.06%
674    Cisco Systems                                                          1            0.06%
675    Indraprastha Institute of Information Technology                       1            0.06%
676    Idiap Research Institute                                               1            0.06%
677    Beijing Normal University                                              1            0.06%
678    Osmo Labs                                                              1            0.06%
679    Vrije Universiteit Amsterdam                                           1            0.06%
680    VU University Amsterdam                                                1            0.06%
681    LMU Munich                                                             1            0.06%
682    University of Delaware                                                 1            0.06%
683    Loora AI                                                               1            0.06%
684    Berlin Institute for the Foundations of Learning and Data              1            0.06%
685    Beijing Jiao Tong University                                           1            0.06%
686    Pengcheng Lab                                                          1            0.06%
687    Didi Research                                                          1            0.06%
688    Inverted AI                                                            1            0.06%

====================================================================================================
报告生成完成
====================================================================================================
