====================================================================================================
ACL 2023 论文统计分析汇总报告
====================================================================================================

【一、论文类别统计】
====================================================================================================
总论文数: 1885
总类别数: 1

排名     类别                                                 数量         占比        
631    Athens Academy                                                         1            0.05%
632    University of Texas at Arlington                                       1            0.05%
633    Pohang University of Science and Technology                            1            0.05%
634    State Grid Zhejiang Electric Power Company                             1            0.05%
635    AJO Vista                                                              1            0.05%
636    University of Maryland, College Park                                   1            0.05%
637    Vector Institute for AI                                                1            0.05%
638    Hubei Luojia Laboratory                                                1            0.05%
639    miHoYo                                                                 1            0.05%
640    PDMI RAS                                                               1            0.05%
641    University of North Texas                                              1            0.05%
642    Raytheon BBN Technologies                                              1            0.05%
643    Meituan Group                                                          1            0.05%
644    University of New South Wales                                          1            0.05%
645    JQ Investments                                                         1            0.05%
646    Sony AI                                                                1            0.05%
647    Ant Technologies                                                       1            0.05%
648    Beijing Institute of Computer Technology and Application               1            0.05%
649    Inspur Group                                                           1            0.05%
650    Silo AI                                                                1            0.05%
651    Ahmadu Bello University                                                1            0.05%
652    HausaNLP                                                               1            0.05%
653    CORD.ai                                                                1            0.05%
654    Thapar University                                                      1            0.05%
655    Lamarr Institute                                                       1            0.05%
656    Nomura Research Institute                                              1            0.05%
657    Ritsumeikan University                                                 1            0.05%
658    Institut Polytechnique de Paris                                        1            0.05%
659    International Institute of Information Technology, Hyderabad           1            0.05%
660    Hitachi, Ltd.                                                          1            0.05%
661    Hitachi America Ltd.                                                   1            0.05%
662    FPT University                                                         1            0.05%
663    Open University of China                                               1            0.05%
664    Hadassah University Medical Center                                     1            0.05%
665    Russian Academy of Sciences                                            1            0.05%
666    London Institute for Mathematical Sciences                             1            0.05%
667    Chapman University                                                     1            0.05%
668    Qatar University                                                       1            0.05%
669    Hamad Bin Khalifa University                                           1            0.05%
670    Dalhousie University                                                   1            0.05%
671    Oregon State University                                                1            0.05%
672    Petuum Inc.                                                            1            0.05%
673    Trinity College of Dublin                                              1            0.05%
674    UniDT Technology                                                       1            0.05%
675    Pazhou Lab                                                             1            0.05%
676    Toshiba (China) Co., Ltd                                               1            0.05%
677    SF Technology Co., Ltd.                                                1            0.05%
678    Indian Institute of Technology Guwahati                                1            0.05%
679    College of Technology and Engineering                                  1            0.05%
680    Hyundai Motors Company                                                 1            0.05%
681    Tianjin Key Laboratory of Cognitive Computing and Application          1            0.05%
682    Elemental Cognition                                                    1            0.05%
683    AuxHealth                                                              1            0.05%
684    Curai Health                                                           1            0.05%
685    Xidian University                                                      1            0.05%
686    Ecole Normale Superieure                                               1            0.05%
687    WeChat                                                                 1            0.05%
688    LinkedIn Corporation                                                   1            0.05%
689    Queens University                                                      1            0.05%
690    Jiangxi Key Lab of Data and Knowledge Engineering                      1            0.05%
691    Jiangxi University of Finance and Economics                            1            0.05%
692    Interdisciplinary Graduate Program-HealthTech                          1            0.05%
693    Airbus Defence and Space                                               1            0.05%
694    Conservatoire National des Arts et Métiers                             1            0.05%
695    SeoulTech                                                              1            0.05%
696    Anyang University                                                      1            0.05%
697    Vrije Universiteit Amsterdam                                           1            0.05%
698    Technische Universität Dresden                                         1            0.05%
699    University of Illinois                                                 1            0.05%
700    Laboratoire des systèmes perceptifs                                    1            0.05%
701    PSL University                                                         1            0.05%
702    Cognitive Neuroimaging Unit                                            1            0.05%
703    Commissariat à l'Énergie Atomique et aux Énergies Alternatives         1            0.05%
704    Institut National de la Santé et de la Recherche Médicale              1            0.05%
705    NeuroSpin Center                                                       1            0.05%
706    DeepAuto2                                                              1            0.05%
707    Rice University                                                        1            0.05%
708    Shandong Normal University                                             1            0.05%
709    Ads Trust                                                              1            0.05%
710    Sberbank                                                               1            0.05%
711    Moscow Institute of Physics and Technology                             1            0.05%
712    ZhongKeRuijian Technology                                              1            0.05%
713    Kensho Technologies                                                    1            0.05%
714    Xi'an Jiao Tong-Liverpool University                                   1            0.05%
715    Duke Kunshan University                                                1            0.05%
716    Center for Research on Intelligent Perception and Computing            1            0.05%
717    State Key Laboratory of Multimodal Artificial Intelligence Systems     1            0.05%
718    Stevens Institute of Technology                                        1            0.05%
719    SFI Centre for Research Training in Machine Learning                   1            0.05%
720    China Mobile Research Institute                                        1            0.05%
721    University of Essex                                                    1            0.05%
722    Weill Cornell Medicine                                                 1            0.05%
723    Infinitus Systems, Inc.                                                1            0.05%
724    Mila                                                                   1            0.05%
725    Illinois Institute of Technology                                       1            0.05%
726    Ludwig-Maximilians-University                                          1            0.05%
727    Institute for Information and Language Processing                      1            0.05%
728    NetMind.AI                                                             1            0.05%
729    Université Grenoble Alpes                                              1            0.05%
730    University of Hawaii at Manoa                                          1            0.05%
731    Université Gaston Berger                                               1            0.05%
732    Makerere University                                                    1            0.05%
733    University of Pretoria                                                 1            0.05%
734    RIKEN Center for AIP                                                   1            0.05%
735    University of Porto                                                    1            0.05%
736    Lanfrica                                                               1            0.05%
737    Baamtu                                                                 1            0.05%
738    Lelapa AI                                                              1            0.05%
739    SADiLaR                                                                1            0.05%
740    Technische Universität Clausthal                                       1            0.05%
741    Malawi University of Business and Applied Science                      1            0.05%
742    Nnamdi Azikiwe University                                              1            0.05%
743    University of Buea                                                     1            0.05%
744    University of Ibadan                                                   1            0.05%
745    Ewegbe Akademi                                                         1            0.05%
746    AMALAN                                                                 1            0.05%
747    University of Szeged                                                   1            0.05%
748    Tripadvisor                                                            1            0.05%
749    Capital One                                                            1            0.05%
750    Imperial College London                                                1            0.05%
751    Pennsylvania State University                                          1            0.05%
752    3M Health Information Systems                                          1            0.05%
753    School of Nursing                                                      1            0.05%
754    School of Computing and Information                                    1            0.05%
755    University of Central Florida                                          1            0.05%
756    Max Planck Institute for Intelligent Systems                           1            0.05%
757    Wipro                                                                  1            0.05%
758    Vellore Institute of Technology                                        1            0.05%
759    Indraprastha Institute of Information Technology                       1            0.05%
760    NAVER LABS Europe                                                      1            0.05%
761    iWudao Tech                                                            1            0.05%
762    SAP                                                                    1            0.05%
763    Shanghai Artificical Intelligence Laboratory                           1            0.05%
764    Institute of Information Engineering, Chinese Academy of Sciences      1            0.05%
765    MMU KuaiShou Inc.                                                      1            0.05%
766    University of Rome                                                     1            0.05%
767    Johannes Kepler University                                             1            0.05%
768    Linz Institute of Technology                                           1            0.05%
769    School of Computing and Information Systems                            1            0.05%
770    Pengcheng Lab                                                          1            0.05%
771    SRIBD                                                                  1            0.05%
772    Xiaomi Corporation                                                     1            0.05%
773    University of Florida                                                  1            0.05%
774    A*STAR                                                                 1            0.05%
775    Applied Physics and Applied Mathematics                                1            0.05%
776    Walmart Global Tech                                                    1            0.05%
777    eBay Inc.                                                              1            0.05%
778    University of Yamanashi                                                1            0.05%
779    National Defense University                                            1            0.05%
780    Hikvision Research Institute                                           1            0.05%
781    Zhejiang Sci-Tech University                                           1            0.05%
782    Kunming University of Science and Technology                           1            0.05%
783    Yunnan Key Laboratory of Artificial Intelligence                       1            0.05%
784    University of Chinese Academy of Science                               1            0.05%
785    Delhi Technological University                                         1            0.05%
786    European Commission Joint Research Centre                              1            0.05%
787    University of Padova                                                   1            0.05%
788    SenseTime Group                                                        1            0.05%
789    University of Ottawa                                                   1            0.05%
790    Bosch Center for Arti?cial Intelligence                                1            0.05%
791    FIZ Karlsruhe                                                          1            0.05%
792    Technical University of Berlin                                         1            0.05%
793    Mahindra University                                                    1            0.05%
794    Badan Riset dan Inovasi Nasional                                       1            0.05%
795    University of Zaragoza                                                 1            0.05%
796    Centro Universitario de la Defensa                                     1            0.05%
797    Ant Group Co., Ltd.                                                    1            0.05%
798    Kakao Corp.                                                            1            0.05%
799    Forethought AI                                                         1            0.05%
800    Lanzhou University                                                     1            0.05%
801    Hunan University                                                       1            0.05%
802    CISPA Helmholtz Center for Information Security                        1            0.05%
803    International Conference on Availability, Reliability, and Security    1            0.05%
804    Institut Teknologi Bandung                                             1            0.05%
805    Telkom University                                                      1            0.05%
806    JULO                                                                   1            0.05%
807    University of Tsukuba                                                  1            0.05%
808    Kanda University of International Studies                              1            0.05%
809    AI-Research.id                                                         1            0.05%
810    Works Applications                                                     1            0.05%
811    Bina Nusantara University                                              1            0.05%
812    Bahasa.ai                                                              1            0.05%
813    Universitas Al Azhar Indonesia                                         1            0.05%
814    Surface Data                                                           1            0.05%
815    State University of Medan                                              1            0.05%
816    Kumamoto University                                                    1            0.05%
817    Tanjungpura University                                                 1            0.05%
818    Prosa.ai                                                               1            0.05%
819    Durham University                                                      1            0.05%
820    University Medical Center Utrecht                                      1            0.05%
821    Reed College                                                           1            0.05%
822    CentraleSupélec                                                        1            0.05%
823    AI21 Labs                                                              1            0.05%
824    Yangzhou University                                                    1            0.05%
825    Sony Group Corporation                                                 1            0.05%
826    Chinese Academy of Military Science                                    1            0.05%
827    Syracuse University                                                    1            0.05%
828    School of Computing                                                    1            0.05%
829    Southwest Jiao Tong University                                         1            0.05%
830    Université Côte d’Azur                                                 1            0.05%
831    Telepathy Labs                                                         1            0.05%
832    Georgia Tech Shenzhen Institute                                        1            0.05%
833    POSTECH                                                                1            0.05%
834    Shanghai Qizhi Institute                                               1            0.05%
835    KRAFTON Inc.                                                           1            0.05%
836    NetEase Inc.                                                           1            0.05%
837    Lenovo Research                                                        1            0.05%
838    MYbank                                                                 1            0.05%
839    China National Cyber Emergency Response Team                           1            0.05%
840    Gachon University                                                      1            0.05%
841    Pukyong National University                                            1            0.05%
842    VUNO, Inc.                                                             1            0.05%
843    Alchera Inc.                                                           1            0.05%
844    Shanghai University                                                    1            0.05%
845    Tilburg University                                                     1            0.05%
846    CEC GienTech Technology Co., Ltd                                       1            0.05%
847    Siemens Healthineers                                                   1            0.05%
848    Hong Kong Shue Yan University                                          1            0.05%
849    Aragon High School                                                     1            0.05%
850    Donghai Laboratory                                                     1            0.05%
851    Hong Kong Metropolitan University                                      1            0.05%
852    Lingnan University                                                     1            0.05%
853    Huatai Securities                                                      1            0.05%
854    Zurich University of Applied Sciences                                  1            0.05%
855    KTH Royal Institute of Technology                                      1            0.05%
856    University of Catania                                                  1            0.05%
857    University of Wisconsin                                                1            0.05%
858    VinAI Research                                                         1            0.05%
859    Fano Labs                                                              1            0.05%
860    Sichuan Lan-bridge Information Technology Co., Ltd.                    1            0.05%
861    One AI                                                                 1            0.05%
862    Key Laboratory of Machine Intelligence and Advanced Computing          1            0.05%
863    Webtoon                                                                1            0.05%
864    Temple University                                                      1            0.05%
865    University of Birmingham                                               1            0.05%
866    BYJU's Laboratory                                                      1            0.05%
867    Institució Catalana de Recerca i Estudis Avançats                      1            0.05%
868    Hefei Comprehensive National Science Center                            1            0.05%
869    INF Technology                                                         1            0.05%
870    University of Western Australia                                        1            0.05%
871    Advanced Institute of Big Data                                         1            0.05%
872    Engineering Research Center of Next-Generation Search and Recommendation 1            0.05%
873    Tehran Polytechnic                                                     1            0.05%
874    KAIST                                                                  1            0.05%
875    Chugnam National University                                            1            0.05%
876    Capital Normal University                                              1            0.05%
877    Xiaohongshu Inc                                                        1            0.05%
878    Babylon Health                                                         1            0.05%
879    Skippr                                                                 1            0.05%
880    Griffith University                                                    1            0.05%
881    University of Turku                                                    1            0.05%
882    Pinterest                                                              1            0.05%
883    Case Western Reserve University                                        1            0.05%
884    Université Paris Cité                                                  1            0.05%
885    University of Helsinki                                                 1            0.05%
886    Institute of Electrical and Electronics Engineers                      1            0.05%
887    Aleph Alpha GmbH                                                       1            0.05%
888    Hessian Center for Artificial Intelligence                             1            0.05%
889    German Center for Artificial Intelligence                              1            0.05%
890    AI Speech Co, Ltd.                                                     1            0.05%
891    San Diego State University                                             1            0.05%
892    Institute for Basic Science                                            1            0.05%
893    University of Hamburg                                                  1            0.05%
894    University of Kassel                                                   1            0.05%
895    Orange                                                                 1            0.05%
896    University of Cape Town                                                1            0.05%
897    Université Paris 1                                                     1            0.05%
898    Stellantis                                                             1            0.05%
899    INALCO                                                                 1            0.05%
900    Huiyan Technology (Tianjin) Co., Ltd                                   1            0.05%
901    NEC Laboratories Europe                                                1            0.05%
902    Karlsruhe University of Applied Sciences                               1            0.05%
903    Boson AI                                                               1            0.05%
904    Zhejiang University of Technology                                      1            0.05%
905    Sogang University                                                      1            0.05%
906    Inner Mongolia University                                              1            0.05%
907    National & Local Joint Engineering Research Center of Intelligent Information Processing Technology for Mongolian 1            0.05%
908    National Engineering Lab for Big Data Analytics                        1            0.05%
909    A*STAR Singapore                                                       1            0.05%
910    Reichman University                                                    1            0.05%
911    College of Management, Israel                                          1            0.05%
912    Honor Device Co., Ltd                                                  1            0.05%
913    Openstream.ai                                                          1            0.05%
914    Argonne National Laboratory                                            1            0.05%
915    LivePerson Inc.                                                        1            0.05%
916    Institute for Better Health                                            1            0.05%
917    Leiden University Medical Centre                                       1            0.05%
918    University of Bremen                                                   1            0.05%
919    Zortify Labs                                                           1            0.05%
920    NAVER Corp.                                                            1            0.05%
921    University of International Business and Economics                     1            0.05%
922    Hyundai Motor Group                                                    1            0.05%
923    Central University of Rajasthan                                        1            0.05%
924    South-Central University for Nationalities                             1            0.05%
925    Quebec AI Institute                                                    1            0.05%
926    Ochanomizu University                                                  1            0.05%
927    SoftlyAI                                                               1            0.05%
928    Universität Bielefeld                                                  1            0.05%
929    Georgia Tech                                                           1            0.05%
930    Klagenfurt University                                                  1            0.05%
931    ERDYN                                                                  1            0.05%
932    Ping An Property & Casualty Insurance Company                          1            0.05%
933    Bauhaus-Universität Weimar                                             1            0.05%
934    ScaDS.AI                                                               1            0.05%
935    FriendliAI                                                             1            0.05%
936    Boston Children's Hospital                                             1            0.05%
937    PingAn OneConnect                                                      1            0.05%
938    Tiangong University                                                    1            0.05%
939    Nanjing University of Finance and Economics                            1            0.05%
940    Xiaomi Inc.                                                            1            0.05%
941    Institute of Infocomm Research                                         1            0.05%
942    J.P. Morgan                                                            1            0.05%
943    Queens College                                                         1            0.05%
944    City University of New York                                            1            0.05%
945    Educational Testing Service                                            1            0.05%
946    Engineering Research Center of Information Networks                    1            0.05%
947    Ministry of Culture and Tourism                                        1            0.05%
948    Quebec Artificial Intelligence Institute                               1            0.05%
949    University of Massachusetts Chan Medical School                        1            0.05%
950    Bedford Health Care                                                    1            0.05%
951    Max Planck Institute for Informatics                                   1            0.05%
952    University of Gothenburg                                               1            0.05%
953    KDDI Research, Inc.                                                    1            0.05%
954    ModelBest Inc.                                                         1            0.05%
955    Biomedical Informatics                                                 1            0.05%
956    Delft University of Technology                                         1            0.05%
957    Universidad Politécnica de Madrid                                      1            0.05%
958    University of Twente                                                   1            0.05%
959    ISI Foundation                                                         1            0.05%
960    China Telecom                                                          1            0.05%
961    Comcast                                                                1            0.05%
962    University of Ljubljana                                                1            0.05%
963    University of Zürich                                                   1            0.05%
964    Poznan University of Technology                                        1            0.05%
965    Meaning.Team Inc                                                       1            0.05%
966    Center for Language and Speech Processing                              1            0.05%
967    Human Language Technology Center of Excellence                         1            0.05%
968    Università degli Studi di Torino                                       1            0.05%
969    RMIT University                                                        1            0.05%
970    Ural Federal University                                                1            0.05%
971    Dartmouth College                                                      1            0.05%
972    China Agricultural University                                          1            0.05%
973    NTT Corporation                                                        1            0.05%
974    Xiaoniao.AI                                                            1            0.05%
975    International Institute of Information Technology                      1            0.05%
976    Hanyang University                                                     1            0.05%

====================================================================================================
报告生成完成
====================================================================================================
